De Montfort University,550
East China Normal University,550
Edith Cowan University,550
Federal University of Rio de Janeiro,550
Harbin Institute of Technology,550
Hiroshima University,550
Huazhong University of Science and Technology,550
Indian Institute of Technology Guwahati,550
Indian Institute of Technology Kanpur,550
Indian Institute of Technology Roorkee,550
Isfahan University of Technology,550
Istanbul Technical University,550
Jadavpur University,550
Kanazawa University,550
Kansas State University,550
Keio University,550
Kent State University,550
King Fahd University of Petroleum and Minerals,550
King Saud University,550
Lappeenranta University of Technology,550
Liverpool John Moores University,550
Mahidol University,550
Manchester Metropolitan University,550
Masaryk University,550
Massey University,550
Memorial University of Newfoundland,550
Middle East Technical University,550
Missouri University of Science and Technology,550
Montana State University,550
Monterrey Institute of Technology and Higher Education,550
National Central University,550
National Sun Yat-Sen University,550
National Taiwan Normal University,550
National Technical University of Athens,550
New Jersey Institute of Technology,550
New Mexico State University,550
Oklahoma State University,550
Osaka City University,550
Otto von Guericke University of Magdeburg,550
Palacký University in Olomouc,550
Panjab University,550
Paris Dauphine University,550
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),550
Portland State University,550
Pusan National University,550
Quaid-i-azam University,550
Renmin University of China,550
Semmelweis University,550
Soochow University,550
South China University of Technology,550
Tallinn University of Technology,550
Tehran University of Medical Sciences,550
Tianjin University,550
Tokyo University of Agriculture and Technology,550
Tongji University,550
United Arab Emirates University,550
Université de Sherbrooke,550
University of Arkansas,550
University of Burgundy,550
University of Canberra,550
University of Catania,550
University of Chile,550
University of Granada,550
University of Haifa,550
University of Hertfordshire,550
University of La Laguna,550
University of Limerick,550
University of Lisbon,550
University of Maribor,550
University of Minho,550
University of North Carolina at Greensboro,550
University of Oviedo,550
University of Pretoria,550
University of Regina,550
University of Rennes 1,550
University of Salamanca,550
University of Santiago de Compostela,550
University of Seville,550
University of Texas at Arlington,550
University of the Andes Colombia,550
University of the Basque Country,550
University of Toledo,550
University of Tulsa,550
University of Warsaw,550
University of Wisconsin-Milwaukee,550
University of Zaragoza,550
Xi’an Jiaotong University,550
Adam Mickiewicz University,700
AGH University of Science and Technology,700
Ajou University,700
Alexandria University,700
Alexandru Ioan Cuza University,700
Aligarh Muslim University,700
American University of Sharjah,700
Amrita University,700
Anadolu University,700
Andhra University,700
Aristotle University of Thessaloniki,700
Asia University Taiwan,700
Athens University of Economics and Business,700
Auckland University of Technology,700
Austral University of Chile,700
Beijing Institute of Technology,700
Belarusian State University,700
Birla Institute of Technology and Science Pilani,700
Budapest University of Technology and Economics,700
Cairo University,700
California State University Long Beach,700
Capital Medical University,700
Carlos III University of Madrid,700
Chang Gung University,700
Chiang Mai University,700
Chiba University,700
China University of Geosciences (Wuhan),700
China University of Petroleum (Beijing),700
Chonbuk National University,700
Chongqing University,700
Chonnam National University,700
Chulalongkorn University,700
Chung Yuan Christian University,700
Chungnam National University,700
Clemson University,700
Comenius University in Bratislava,700
Coventry University,700
Dalian University of Technology,700
Dublin Institute of Technology,700
Eötvös Loránd University,700
Ehime University,700
Erciyes University,700
Federal University of Bahia,700
Federal University of Lavras,700
Federal University of Minas Gerais,700
Federal University of Paraná (UFPR),700
Federal University of Rio Grande do Sul,700
Federal University of São Carlos,700
Federal University of Santa Catarina,700
Federal University of Viçosa,700
Feng Chia University,700
Florida Institute of Technology,700
Fu Jen Catholic University,700
Gdańsk University of Technology,700
Gifu University,700
Glasgow Caledonian University,700
Hacettepe University,700
Hunan University,700
Inha University,700
I-Shou University,700
Istanbul University,700
Jagiellonian University,700
Jilin University,700
Jordan University of Science and Technology,700
Juntendo University,700
K.N. Toosi University of Technology,700
Kaohsiung Medical University,700
Khon Kaen University,700
King Mongkut’s University of Technology Thonburi,700
Kingston University,700
Kinki University,700
Kobe University,700
Konkuk University,700
Kumamoto University,700
Kyungpook National University,700
Kyushu Institute of Technology,700
Lille 1 University – Science and Technology,700
Miami University,700
Middlesex University,700
Moscow Institute of Physics and Technology,700
Nagasaki University,700
National Chengchi University,700
National Chung Cheng University,700
National Chung Hsing University,700
National Taipei University of Technology,700
National Taiwan Ocean University,700
National University of Córdoba,700
National University of Science and Technology (MISiS),700
National University of Sciences and Technology,700
Niigata University,700
Northumbria University,700
Northwestern Polytechnical University,700
Nottingham Trent University,700
Oakland University,700
Ocean University of China,700
Ohio University,700
Okayama University,700
Osaka Prefecture University,700
Paris-Sorbonne University – Paris 4,700
Polytechnic University of Valencia,700
Pontifical Catholic University of Paraná,700
Pontifical Catholic University of Rio Grande do Sul (PUCRS),700
Pontifical Catholic University of Valparaíso,700
Prince of Songkla University,700
Qatar University,700
Rio de Janeiro State University (UERJ),700
Rochester Institute of Technology,700
São Paulo State University (UNESP),700
Saitama University,700
Savitribai Phule Pune University,700
Sejong University,700
Shahid Beheshti University,700
Shanghai University,700
Shantou University,700
Sheffield Hallam University,700
Shinshu University,700
Showa University,700
Sichuan University,700
Slovak University of Technology in Bratislava,700
Sogang University,700
Sophia University,700
Southern Federal University,700
Suez Canal University,700
Sultan Qaboos University,700
Suranaree University of Technology,700
Taipei Medical University,700
Taras Shevchenko National University of Kyiv,700
Technical University of Madrid,700
Texas Tech University,700
Tokai University,700
Tokushima University,700
Tokyo University of Marine Science and Technology,700
Tokyo University of Science,700
Tomsk State University,700
Tottori University,700
Toyohashi University of Technology,700
Universiti Kebangsaan Malaysia,700
Universiti Putra Malaysia,700
Universiti Sains Malaysia,700
Universiti Teknologi MARA,700
University of A Coruña,700
University of Alcalá,700
University of Antioquia,700
University of Belgrade,700
University of Bradford,700
University of Brasília,700
University of Brighton,700
University of Bucharest,700
University of Calcutta,700
University of Castilla-La Mancha,700
University of Central Lancashire,700
University of Cergy-Pontoise,700
University of Chemistry and Technology Prague,700
University of Debrecen,700
University of Delhi,700
University of Dhaka,700
University of Electronic Science and Technology of China,700
University of Ghana,700
University of Greenwich,700
University of Huddersfield,700
University of Ibadan,700
University of Indonesia,700
University of Jordan,700
University of Latvia,700
University of Lincoln,700
University of Ljubljana,700
University of Marrakech Cadi Ayyad,700
University of Murcia,700
University of Nairobi,700
University of Pécs,700
University of Pardubice,700
University of Paris North – Paris 13,700
University of Patras,700
University of Salford,700
University of Santiago Chile (USACH),700
University of Science and Technology Beijing,700
University of Seoul,700
University of Silesia in Katowice,700
University of South Africa,700
University of Southern Mississippi,700
University of Southern Queensland,700
University of Szeged,700
University of Tehran,700
University of Texas at El Paso,700
University of the West of England,700
University of Vigo,700
University of West Bohemia,700
University of Westminster,700
Ural Federal University,700
V.N. Karazin Kharkiv National University,700
Vilnius University,700
Warsaw University of Technology,700
Waseda University,700
West University of Timişoara,700
Xidian University,700
Yıldız Technical University,700
Yeungnam University,700
Yokohama City University,700
Yokohama National University,700
Yuan Ze University,700
